"정보공시 
학교코드_x",학교급구분,시군구명_x,학교명,H_m,,H_ppc,소비1위,소비2위,전입학생수 계,전출학생수 계,전체학생수 계_x,R_net,학구 순전입률(%),P_special,P_multi,P_benefit,I_SCU,H_path,H_job,과밀지수,고립지수
S060000302,초등학교,대덕구,대전법동초등학교,0.8835119599,0.5291167609,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",15,19,333,-0.01579,-1.58,0.04204204204,4.933,31.823,87.73398599,1,0.3436,0,0.1675
S060000288,초등학교,대덕구,대전대양초등학교,0.8663968461,0.5199576953,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",11,18,342,-0.02047,-2.05,0.08187134503,4.933,31.823,87.72070955,1,0.3436,0,0.145
S060000344,초등학교,대덕구,신탄진초등학교,0.8645314201,0.5184434256,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",16,19,343,-0.00875,-0.87,0.06997084548,4.933,31.823,87.72467638,1,0.3436,0,0.1425
S060000262,중학교,대덕구,대전용전중학교,0.7557905644,0.3475400149,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",7,11,357,-0.00124,-0.12,0.04481792717,4.933,31.823,87.73306069,0.5985276961,0.3436,0,0.1075
S060000257,중학교,대덕구,대전법동중학교,0.6790986924,0.2114620556,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",1,13,374,-0.00374,-0.37,0.04812834225,4.933,31.823,87.73195722,0.06024651783,0.3436,0,0.065
S060000541,초등학교,유성구,봉암초등학교,1.544458546,0.8714121578,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",1,3,40,-0.05,-5,0.3,2.08,7.841,96.593,1,0.346,0,0.9
S060001211,초등학교,유성구,대덕초등학교도룡분교장,1.495982266,0.8296830244,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",1,4,64,-0.04688,-4.69,0.21875,2.08,7.841,96.62008333,1,0.346,0,0.84
S060000497,초등학교,유성구,남선초등학교,1.49319734,0.8361443086,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",4,8,50,-0.05469,-5.47,0.0502,2.8691,15.601,93.80364884,1,0.346,0,0.875
S060000547,초등학교,유성구,학하초등학교,1.352193977,0.7358963271,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",6,15,135,-0.06667,-6.67,0.05925925926,2.08,7.841,96.67324691,1,0.346,0,0.6625
S060001144,초등학교,유성구,대전수정초등학교,1.319807886,0.7171707561,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",9,9,151,-0.01175,-1.18,0.01324503311,2.08,7.841,96.68858499,1,0.346,0,0.6225
S060000544,초등학교,유성구,유성초등학교,1.307445618,0.7117158908,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",6,9,157,-0.0176,-1.76,0.06369426752,2.08,7.841,96.67176858,1,0.346,0,0.6075
S060001090,중학교,유성구,대전자운중학교,1.26397771,0.4265535232,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",13,12,103,-0.00945,-0.95,0.01941747573,2.08,7.841,96.68652751,0.4325214115,0.346,0,0.7425
S060000539,초등학교,유성구,덕송초등학교,1.219948155,0.6650144081,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",11,16,200,-0.025,-2.5,0.085,2.08,7.841,96.66466667,1,0.346,0,0.5
S060000170,,유성구,대덕소프트웨어마이스터고등학교,1.143346254,0.4792872447,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",0,1,192,-0.005208333333,-0.5208333333,0,2.08,7.841,96.693,0.6515132763,0.346,0,0.52
S060001143,초등학교,유성구,대전송림초등학교,1.120463331,0.6090993402,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",2,14,249,-0.04819,-4.82,0.03212851406,2.08,7.841,96.6822905,1,0.346,0,0.3775
S060000462,중학교,유성구,대전문지중학교,1.047093864,0.3573085323,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",5,7,226,0.001214,0.12,0.07079646018,2.08,7.841,96.66940118,0.4368506023,0.346,0.001968601407,0.435
S060000177,,유성구,대전과학고등학교,1.035283489,0.5797267206,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",0,0,280,0,0,0.0502,2.8691,15.601,93.80364884,1,0.346,0,0.3
S060001061,중학교,유성구,대전장대중학교,1.022514403,0.3045978964,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",3,5,228,-0.00945,-0.95,0.04385964912,2.08,7.841,96.67838012,0.3133874239,0.346,0,0.43
S060000204,,유성구,대전체육고등학교,0.9852919566,0.3383471775,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",5,11,239,-0.02510460251,-2.510460251,0.0502,2.8691,15.601,93.80364884,0.3949718532,0.346,0,0.4025
S060000486,중학교,유성구,진잠중학교,0.9841564274,0.261279773,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",5,5,244,-0.00244,-0.24,0.04098360656,2.08,7.841,96.6793388,0.1955154513,0.346,0,0.39
S060001068,초등학교,유성구,대전대정초등학교,0.9455180785,0.514585637,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",3,18,335,-0.04935,-4.94,0.05970149254,2.08,7.841,96.6730995,1,0.346,0,0.1625
S060001142,초등학교,유성구,대전교촌초등학교,0.9435945422,0.5127310425,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",7,21,336,-0.04663,-4.66,0.0119047619,2.08,7.841,96.68903175,1,0.346,0,0.16
S060001117,중학교,유성구,대전동화중학교,0.9573692075,0.9528924248,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",22,17,681,0.008766,0.88,0.01762114537,2.08,7.841,96.68712628,0.6193914807,0.346,0.01593998299,0
S060000482,중학교,유성구,성덕중학교,0.9362136438,0.397048561,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",3,9,286,-0.00945,-0.95,0.0502,2.8691,15.601,93.80364884,0.6161527659,0.346,0,0.285
S060000534,초등학교,유성구,대전장대초등학교,0.886578351,0.4822093078,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",15,22,364,-0.01923,-1.92,0.0467032967,2.08,7.841,96.67743223,1,0.346,0,0.09
S060000469,중학교,서구,대전삼천중학교,0.9390265007,0.9366803197,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",18,20,1004,0.008041,0.8,0.009960159363,1.942,9.077,96.32367995,0.217355745,0.3423,0.02250757741,0
S060001383,초등학교,유성구,대전둔곡초등학교,0.8814805727,0.8814805727,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",318,1,0,0,0,,,,,1,0.346,0,1
S060001374,초등학교,유성구,대전원신흥초등학교복용분교장,0.8814805727,0.8814805727,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",0,0,0,0,0,,,,,1,0.346,0,1
S060000471,중학교,유성구,대전송강중학교,0.8753160708,0.279347239,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",4,13,314,-0.00464,-0.46,0.02866242038,2.08,7.841,96.68344586,0.3798056189,0.346,0,0.215
S060000201,,유성구,대전전자디자인고등학교,0.8599718327,0.2100734339,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",0,6,311,-0.0192926045,-1.92926045,0.07073954984,2.08,7.841,96.66942015,0.008685156107,0.346,0,0.2225
S060001174,중학교,유성구,대전관평중학교,0.9177154732,0.9141520011,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",19,12,688,0.008766,0.88,0.01453488372,2.08,7.841,96.68815504,0.5395859493,0.346,0.0161038301,0
S060000176,,유성구,대전도시과학고등학교,0.8551169133,0.2258368263,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",6,9,300,-0.01,-1,0.0502,2.8691,15.601,93.80364884,0.05152078529,0.346,0,0.25
S060000522,초등학교,유성구,대전상지초등학교,0.9089664216,0.9020452627,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",25,24,552,0.001812,0.18,0.03260869565,2.08,7.841,96.68213043,1,0.346,0.005874327876,0
S060000530,초등학교,유성구,대전자운초등학교,0.8499864674,0.4622175509,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",128,137,382,-0.02356,-2.36,0.04188481675,2.08,7.841,96.67903839,1,0.346,0,0.045
S060000545,초등학교,유성구,진잠초등학교,0.8255977138,0.4488541017,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",13,28,394,-0.04279,-4.28,0.03553299492,2.08,7.841,96.68115567,1,0.346,0,0.015
S060001384,중학교,유성구,대전둔곡중학교,0.3321766598,0.3321766598,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",27,0,0,-0.00464,-0.46,,,,,,0.346,0,1
S060001135,중학교,중구,대전글꽃중학교,0.8891354188,0.8817270491,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",17,10,887,0.009575,0.96,0.03156708005,3.136,16.124,93.56947764,0.2781220078,0.3428,0.02169866525,0
S060000494,초등학교,서구,기성초등학교길헌분교장,1.606929518,0.9528364693,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",1,2,9,-0.11111,-11.11,0.4444444444,1.942,9.077,96.17885185,1,0.3423,0,0.9775
S060000493,초등학교,서구,기성초등학교,1.53923684,0.9720388212,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",0,1,42,-0.02381,-2.38,0.619047619,1.942,9.077,96.12065079,1,0.3423,0,0.895
S060000528,초등학교,서구,대전성천초등학교,1.497934028,0.8436628068,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",2,10,64,0.009533,0.95,0.25,1.942,9.077,96.24366667,1,0.3423,0.00156219333,0.84
S060001056,초등학교,서구,대전수미초등학교,1.43325213,0.7938424278,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",2,5,95,-0.03158,-3.16,0.1473684211,1.942,9.077,96.27787719,1,0.3423,0,0.7625
S060000449,중학교,서구,기성중학교,1.347288045,0.3787027553,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",3,0,35,-0.00244,-0.24,0.1714285714,1.942,9.077,96.26985714,0.1019269777,0.3423,0,0.9125
S060000532,초등학교,서구,대전월평초등학교,1.32394442,0.7264685599,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",7,16,149,-0.0604,-6.04,0,1.942,9.077,96.327,1,0.3423,0,0.6275
S060000448,중학교,서구,갈마중학교,1.296866303,0.4886888887,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",7,0,78,-0.0025,-0.25,0.3333333333,1.942,9.077,96.21588889,0.364984787,0.3423,0,0.805
S060000465,중학교,서구,대전봉산중학교,1.228784182,0.6068204217,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",4,4,175,0.004272,0.43,0.03428571429,1.942,9.077,96.31557143,0.8353444373,0.3423,0.002859523562,0.5625
S060000470,중학교,서구,대전서중학교,1.206916945,0.4234521994,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",4,5,137,0.004272,0.43,0.08759124088,1.942,9.077,96.29780292,0.4302235072,0.3423,0.002238598445,0.6575
S060000463,중학교,서구,대전버드내중학교,0.8638338504,0.8595089503,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",17,17,874,0.004272,0.43,0.01830663616,1.942,9.077,96.32089779,0.4112973063,0.3423,0.01428127767,0
S060000447,중학교,서구,가수원중학교,1.198792443,0.5467310931,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",10,2,172,-0.00244,-0.24,0.05813953488,1.942,9.077,96.30762016,0.7271516835,0.3423,0,0.57
S060000512,초등학교,서구,대전둔천초등학교,1.18969279,0.6528409957,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",8,17,215,-0.04186,-4.19,0.009302325581,1.942,9.077,96.32389922,1,0.3423,0,0.4625
S060000513,초등학교,서구,대전만년초등학교,1.179421024,0.6477967933,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",12,23,220,-0.05,-5,0.04545454545,1.942,9.077,96.31184848,1,0.3423,0,0.45
S060000199,,유성구,대전예술고등학교,0.850338548,0.8482205663,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",14,5,414,0.02173913043,2.173913043,0.009661835749,2.08,7.841,96.68977939,0.4406399366,0.346,0.01526024246,0
S060000516,초등학교,서구,대전변동초등학교,1.165140781,0.6404426725,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",4,14,227,-0.04405,-4.41,0.06167400881,1.942,9.077,96.306442,1,0.3423,0,0.4325
S060000468,,서구,대전삼육중학교,1.140389725,0.3473187023,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",4,4,161,0,0,0.0248447205,1.942,9.077,96.31871843,0.2958275499,0.3423,0,0.5975
S060000476,중학교,서구,대전정림중학교,1.108931451,0.3827575564,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",3,3,190,0.003177,0.32,0.05263157895,1.942,9.077,96.30945614,0.4201841187,0.3423,0.002677331927,0.525
S060000457,중학교,서구,대전도마중학교,1.104086244,0.3441886003,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",14,6,197,0.004272,0.43,0.05076142132,1.942,9.077,96.31007953,0.3166616319,0.3423,0.003219006524,0.5075
S060000453,중학교,서구,대전남선중학교,1.098513601,0.3704803421,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",4,5,191,-0.0069,-0.69,0.07329842932,1.942,9.077,96.30256719,0.3929664531,0.3423,0,0.5225
S060000533,초등학교,서구,대전유천초등학교,1.050473952,0.27724407,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",29,21,320,0.025,2.5,0.10625,1.942,9.077,96.29158333,0,0.3423,0.01264911064,0.2
S060001114,초등학교,유성구,대전반석초등학교,0.8134639675,0.8134758075,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",43,50,1243,-0.00563,-0.56,0.001609010459,2.08,7.841,96.69246366,1,0.346,0,0
S060001216,초등학교,유성구,대전상원초등학교,0.8134626009,0.8133347355,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",35,51,870,-0.01839,-1.84,0.002298850575,2.08,7.841,96.69223372,1,0.346,0,0
S060001306,초등학교,서구,대전도솔초등학교,0.8134622772,0.8117568921,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",36,79,1301,-0.03305,-3.31,0.01076095311,1.942,9.077,96.32341302,1,0.3423,0,0
S060000498,초등학교,유성구,대덕초등학교,0.8134611518,0.8131852336,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",21,30,660,-0.01364,-1.36,0.00303030303,2.08,7.841,96.6919899,1,0.346,0,0
S060000549,초등학교,유성구,흥도초등학교,0.813453555,0.8124028064,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",49,63,874,-0.01602,-1.6,0.006864988558,2.08,7.841,96.69071167,1,0.346,0,0
S060000523,초등학교,서구,대전샘머리초등학교,0.813450894,0.8105879526,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",28,36,847,-0.00945,-0.94,0.01652892562,1.942,9.077,96.32149036,1,0.3423,0,0
S060000503,초등학교,서구,대전갑천초등학교,0.813447035,0.8101928486,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",21,27,541,-0.00161,-0.16,0.01848428835,1.942,9.077,96.32083857,1,0.3423,0,0
S060000524,초등학교,서구,대전서부초등학교,0.8134469675,0.8101859373,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",15,36,540,-0.03889,-3.89,0.01851851852,1.942,9.077,96.32082716,1,0.3423,0,0
S060001225,초등학교,서구,대전도안초등학교,0.8134414498,0.8096220464,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",52,62,1126,-0.00888,-0.89,0.02131438721,1.942,9.077,96.3198952,1,0.3423,0,0
S060000506,초등학교,서구,대전금동초등학교,0.8134353143,0.8089964404,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",32,49,737,-0.02307,-2.31,0.02442333786,1.942,9.077,96.31885889,1,0.3423,0,0
S060001334,초등학교,서구,대전선유초등학교,0.8134340335,0.8088660368,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",28,70,1037,-0.0405,-4.05,0.02507232401,1.942,9.077,96.31864256,1,0.3423,0,0
S060000508,초등학교,유성구,대전노은초등학교,0.8134307216,0.8100647485,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",17,41,870,-0.02351,-2.35,0.0183908046,2.08,7.841,96.68686973,1,0.346,0,0
S060000507,초등학교,서구,대전내동초등학교,0.8134245356,0.8079010481,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",20,55,870,-0.04023,-4.02,0.02988505747,1.942,9.077,96.31703831,1,0.3423,0,0
S060001308,초등학교,유성구,대전새미래초등학교,0.813422216,0.8091990614,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",27,56,1058,-0.02741,-2.74,0.02268431002,2.08,7.841,96.68543856,1,0.346,0,0
S060000511,초등학교,서구,대전둔원초등학교,0.8134221296,0.8076571769,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",30,32,643,-0.00311,-0.31,0.03110419907,1.942,9.077,96.31663193,1,0.3423,0,0
S060000526,초등학교,서구,대전선암초등학교,0.8134214784,0.8075912083,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",10,22,509,-0.02358,-2.36,0.03143418468,1.942,9.077,96.31652194,1,0.3423,0,0
S060000531,초등학교,유성구,대전어은초등학교,0.81342062,0.8090369459,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",18,27,596,-0.0151,-1.51,0.02348993289,2.08,7.841,96.68517002,1,0.346,0,0
S060001213,초등학교,유성구,대전계산초등학교,0.8134192905,0.8089019695,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",16,31,745,-0.02013,-2.01,0.02416107383,2.08,7.841,96.68494631,1,0.346,0,0
S060000536,초등학교,서구,대전정림초등학교,0.8134185723,0.8072970278,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",16,20,547,-0.00731,-0.73,0.03290676417,1.942,9.077,96.31603108,1,0.3423,0,0
S060000518,초등학교,서구,대전복수초등학교,0.8134181842,0.8072577615,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",20,32,725,-0.01655,-1.66,0.03310344828,1.942,9.077,96.31596552,1,0.3423,0,0
S060001059,초등학교,유성구,대전두리초등학교,0.8134149595,0.8084627736,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",18,254,835,-0.26262,-26.26,0.02634730539,2.08,7.841,96.68421756,1,0.346,0,0
S060000510,초등학교,서구,대전둔산초등학교,0.8134076101,0.8061904068,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",11,31,520,-0.03846,-3.85,0.03846153846,1.942,9.077,96.31417949,1,0.3423,0,0
S060000501,초등학교,서구,대전가장초등학교,0.8134051766,0.8059454047,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",24,40,655,-0.02638,-2.64,0.03969465649,1.942,9.077,96.31376845,1,0.3423,0,0
S060001181,초등학교,유성구,대전봉명초등학교,0.8134047974,0.807435196,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",28,39,826,-0.01332,-1.33,0.03147699758,2.08,7.841,96.68250767,1,0.346,0,0
S060000515,초등학교,서구,대전백운초등학교,0.8134038498,0.8058119267,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",30,48,545,-0.03068,-3.06,0.04036697248,1.942,9.077,96.31354434,1,0.3423,0,0
S060001072,초등학교,유성구,대전하기초등학교,0.8134032501,0.8072790948,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",18,31,434,-0.02995,-3,0.03225806452,2.08,7.841,96.68224731,1,0.346,0,0
S060000492,초등학교,유성구,금성초등학교,0.8134025053,0.8072039894,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",14,21,429,-0.01632,-1.63,0.03263403263,2.08,7.841,96.68212199,1,0.346,0,0
S060000519,초등학교,서구,대전봉산초등학교,0.8134016261,0.8055883772,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",17,31,482,-0.02905,-2.9,0.04149377593,1.942,9.077,96.31316874,1,0.3423,0,0
S060001058,초등학교,서구,대전느리울초등학교,0.8133997899,0.8054039308,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",26,30,660,-0.00606,-0.61,0.04242424242,1.942,9.077,96.31285859,1,0.3423,0,0
S060000491,초등학교,유성구,구즉초등학교,0.8133869507,0.8056405537,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",9,44,494,-0.09416,-9.42,0.04048582996,2.08,7.841,96.67950472,1,0.346,0,0
S060000543,초등학교,유성구,외삼초등학교,0.8133860597,0.8055512763,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",20,26,684,-0.00877,-0.88,0.04093567251,2.08,7.841,96.67935478,1,0.346,0,0
S060001325,초등학교,유성구,대전죽동초등학교,0.813384707,0.8054158215,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",9,41,865,-0.03699,-3.7,0.04161849711,2.08,7.841,96.67912717,1,0.346,0,0
S060001176,초등학교,유성구,대전상대초등학교,0.8133772153,0.8046669572,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",50,63,837,-0.01581,-1.58,0.04540023895,2.08,7.841,96.67786659,1,0.346,0,0
S060000540,초등학교,유성구,문지초등학교,0.813369326,0.8038807943,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",15,19,405,-0.00528,-0.53,0.04938271605,2.08,7.841,96.67653909,1,0.346,0,0
